movie_id	tconst	title	genres	year
1202	tt0119978	The Rainmaker	Crime,Drama,Thriller	1997
1203	tt0120008	The Replacement Killers	Action,Crime,Thriller	1998
1204	tt0120032	Romy and Michele's High School Reunion	Comedy	1997
1205	tt0120053	The Saint	Action,Adventure,Romance	1997
1206	tt0120102	Seven Years in Tibet	Adventure,Biography,Drama	1997
1207	tt0120148	Sliding Doors	Comedy,Drama,Fantasy	1998
1208	tt0120157	Soldier	Action,Drama,Sci-Fi	1998
1209	tt0120177	Spawn	Action,Drama,Horror	1997
1210	tt0120179	Speed 2: Cruise Control	Action,Adventure,Crime	1997
1211	tt0120184	Sphere	Action,Mystery,Sci-Fi	1998
1212	tt0120185	Spice World	Comedy,Family,Music	1997
1213	tt0120188	Three Kings	Action,Adventure,Comedy	1999
1214	tt0120201	Starship Troopers	Action,Adventure,Sci-Fi	1997
1215	tt0120241	Suicide Kings	Comedy,Crime,Drama	1997
1216	tt0120255	The Sweet Hereafter	Drama	1997
1217	tt0120324	A Simple Plan	Crime,Drama,Thriller	1998
1218	tt0120338	Titanic	Drama,Romance	1997
1219	tt0120347	Tomorrow Never Dies	Action,Adventure,Thriller	1997
1220	tt0120363	Toy Story 2	Adventure,Animation,Comedy	1999
1221	tt0120382	The Truman Show	Comedy,Drama,Sci-Fi	1998
1222	tt0120399	U Turn	Crime,Drama,Thriller	1997
1223	tt0120434	Vegas Vacation	Comedy	1997
1224	tt0120458	Virus	Action,Horror,Sci-Fi	1999
1225	tt0120461	Volcano	Action,Drama,Sci-Fi	1997
1226	tt0120483	The Man Who Knew Too Little	Comedy,Crime,Drama	1997
1227	tt0120484	The Waterboy	Comedy,Sport	1998
1228	tt0120577	54	Drama,Music	1998
1229	tt0120586	American History X	Drama	1998
1230	tt0120587	Antz	Adventure,Animation,Comedy	1998
1231	tt0120591	Armageddon	Action,Adventure,Sci-Fi	1998
1232	tt0120595	Babe: Pig in the City	Adventure,Comedy,Drama	1998
1233	tt0120601	Being John Malkovich	Comedy,Drama,Fantasy	1999
1234	tt0120609	The Big Hit	Action,Comedy,Crime	1998
1235	tt0120611	Blade	Action,Horror,Sci-Fi	1998
1236	tt0120616	The Mummy	Action,Adventure,Fantasy	1999
1237	tt0120623	A Bug's Life	Adventure,Animation,Comedy	1998
1238	tt0120630	Chicken Run	Adventure,Animation,Comedy	2000
1239	tt0120631	Ever After: A Cinderella Story	Comedy,Drama,Romance	1998
1240	tt0120632	City of Angels	Drama,Fantasy,Romance	1998
1241	tt0120633	A Civil Action	Drama	1998
1242	tt0120647	Deep Impact	Action,Drama,Romance	1998
1243	tt0120655	Dogma	Adventure,Comedy,Drama	1999
1244	tt0120657	The 13th Warrior	Action,Adventure,History	1999
1245	tt0120660	Enemy of the State	Action,Thriller	1998
1246	tt0120663	Eyes Wide Shut	Drama,Mystery,Thriller	1999
1247	tt0120667	Fantastic Four	Action,Adventure,Fantasy	2005
1248	tt0120669	Fear and Loathing in Las Vegas	Adventure,Comedy,Drama	1998
1249	tt0120679	Frida	Biography,Drama,Romance	2002
1250	tt0120684	Gods and Monsters	Biography,Drama	1998
1251	tt0120685	Godzilla	Action,Sci-Fi,Thriller	1998
1252	tt0120686	Stepmom	Comedy,Drama	1998
1253	tt0120689	The Green Mile	Crime,Drama,Fantasy	1999
1254	tt0120693	Half Baked	Comedy,Crime	1998
1255	tt0120696	Hard Rain	Action,Crime,Drama	1998
1256	tt0120731	The Legend of 1900	Drama,Music,Romance	1998
1257	tt0120735	Lock, Stock and Two Smoking Barrels	Action,Comedy,Crime	1998
1258	tt0120737	The Lord of the Rings: The Fellowship of the Ring	Action,Adventure,Drama	2001
1259	tt0120738	Lost in Space	Action,Adventure,Family	1998
1260	tt0120744	The Man in the Iron Mask	Action,Adventure,Drama	1998
1261	tt0120746	The Mask of Zorro	Action,Adventure,Comedy	1998
1262	tt0120749	Mercury Rising	Action,Crime,Drama	1998
1263	tt0120751	Mighty Joe Young	Action,Adventure,Family	1998
1264	tt0120755	Mission: Impossible II	Action,Adventure,Thriller	2000
1265	tt0120768	The Negotiator	Action,Crime,Drama	1998
1266	tt0120770	A Night at the Roxbury	Comedy,Music,Romance	1998
1267	tt0120780	Out of Sight	Comedy,Crime,Drama	1998
1268	tt0120783	The Parent Trap	Adventure,Comedy,Drama	1998
1269	tt0120784	Payback	Action,Crime,Drama	1999
1270	tt0120787	A Perfect Murder	Crime,Drama,Thriller	1998
1271	tt0120789	Pleasantville	Comedy,Drama,Fantasy	1998
1272	tt0120791	Practical Magic	Comedy,Drama,Fantasy	1998
1273	tt0120794	The Prince of Egypt	Adventure,Animation,Drama	1998
1274	tt0120797	Pushing Tin	Comedy,Drama,Romance	1999
1275	tt0120802	The Red Violin	Drama,Music,Mystery	1998
1276	tt0120804	Resident Evil	Action,Horror,Sci-Fi	2002
1277	tt0120812	Rush Hour	Action,Comedy,Crime	1998
1278	tt0120815	Saving Private Ryan	Drama,War	1998
1279	tt0120824	The Shipping News	Drama	2001
1280	tt0120828	Six Days Seven Nights	Action,Adventure,Comedy	1998
1281	tt0120841	Species II	Action,Horror,Sci-Fi	1998
1282	tt0120863	The Thin Red Line	Drama,War	1998
1283	tt0120873	U.S. Marshals	Action,Crime,Thriller	1998
1284	tt0120877	Vampires	Action,Horror,Thriller	1998
1285	tt0120879	Velvet Goldmine	Drama,Music	1998
1286	tt0120885	Wag the Dog	Comedy,Drama	1997
1287	tt0120888	The Wedding Singer	Comedy,Music,Romance	1998
1288	tt0120889	What Dreams May Come	Drama,Fantasy,Romance	1998
1289	tt0120890	Wild Things	Crime,Drama,Mystery	1998
1290	tt0120891	Wild Wild West	Action,Comedy,Sci-Fi	1999
1291	tt0120901	Wrongfully Accused	Action,Comedy,Thriller	1998
1292	tt0120902	The X Files	Drama,Mystery,Sci-Fi	1998
1293	tt0120903	X-Men	Action,Adventure,Sci-Fi	2000
1294	tt0120912	Men in Black II	Action,Adventure,Comedy	2002
1295	tt0120913	Titan A.E.	Action,Adventure,Animation	2000
1296	tt0120915	Star Wars: Episode I - The Phantom Menace	Action,Adventure,Fantasy	1999
1297	tt0120917	The Emperor's New Groove	Adventure,Animation,Comedy	2000
1298	tt0121164	Corpse Bride	Animation,Drama,Family	2005
1299	tt0121765	Star Wars: Episode II - Attack of the Clones	Action,Adventure,Fantasy	2002
1300	tt0121766	Star Wars: Episode III - Revenge of the Sith	Action,Adventure,Fantasy	2005
1301	tt0122151	Lethal Weapon 4	Action,Crime,Thriller	1998
1302	tt0122690	Ronin	Action,Crime,Thriller	1998
1303	tt0122718	Small Soldiers	Action,Adventure,Comedy	1998
1304	tt0122933	Analyze This	Comedy,Crime	1999
1305	tt0123755	Cube	Drama,Mystery,Sci-Fi	1997
1306	tt0123964	Life	Comedy,Crime,Drama	1999
1307	tt0124198	Very Bad Things	Comedy,Crime,Thriller	1998
1308	tt0124298	Blast from the Past	Comedy,Drama,Romance	1999
1309	tt0124315	The Cider House Rules	Drama,Romance	1999
1310	tt0124718	He Got Game	Drama,Sport	1998
1311	tt0125022	Heartbreakers	Comedy,Crime,Romance	2001
1312	tt0125439	Notting Hill	Comedy,Drama,Romance	1999
1313	tt0125659	Open Your Eyes	Drama,Mystery,Sci-Fi	1997
1314	tt0125664	Man on the Moon	Biography,Comedy,Drama	1999
1315	tt0126029	Shrek	Adventure,Animation,Comedy	2001
1316	tt0126388	Legionnaire	Action,Adventure,Drama	1998
1317	tt0126886	Election	Comedy,Drama,Romance	1999
1318	tt0126916	For Love of the Game	Drama,Romance,Sport	1999
1319	tt0127357	Who Am I?	Action,Adventure,Comedy	1998
1320	tt0127536	Elizabeth	Biography,Drama,History	1998
1321	tt0127723	Can't Hardly Wait	Comedy,Romance	1998
1322	tt0128278	Instinct	Drama,Thriller	1999
1323	tt0128442	Rounders	Crime,Drama	1998
1324	tt0128445	Rushmore	Comedy,Drama	1998
1325	tt0128853	You've Got Mail	Comedy,Drama,Romance	1998
1326	tt0129167	The Iron Giant	Action,Adventure,Animation	1999
1327	tt0129290	Patch Adams	Biography,Comedy,Drama	1998
1328	tt0129332	Ravenous	Adventure,Comedy,Horror	1999
1329	tt0129387	There's Something About Mary	Comedy,Romance	1998
1330	tt0130121	Mickey Blue Eyes	Comedy,Crime,Romance	1999
1331	tt0130827	Run Lola Run	Crime,Drama,Thriller	1998
1332	tt0131325	Bowfinger	Comedy	1999
1333	tt0131369	Edtv	Comedy,Drama	1999
1334	tt0131857	BASEketball	Comedy,Sport	1998
1335	tt0132245	Driven	Action,Drama,Sport	2001
1336	tt0132347	Mystery Men	Action,Comedy,Fantasy	1999
1337	tt0132477	October Sky	Biography,Drama,Family	1999
1338	tt0133093	The Matrix	Action,Sci-Fi	1999
1339	tt0133152	Planet of the Apes	Action,Adventure,Sci-Fi	2001
1340	tt0133189	SLC Punk!	Comedy,Drama,Music	1998
1341	tt0133385	Asterix and Obelix vs. Caesar	Adventure,Comedy,Family	1999
1342	tt0133952	The Siege	Action,Thriller	1998
1343	tt0134119	The Talented Mr. Ripley	Crime,Drama,Thriller	1999
1344	tt0134273	8MM	Crime,Drama,Mystery	1999
1345	tt0134618	Mystery, Alaska	Comedy,Drama,Sport	1999
1346	tt0134847	Pitch Black	Action,Horror,Sci-Fi	2000
1347	tt0137363	Arlington Road	Crime,Drama,Thriller	1999
1348	tt0137494	Entrapment	Action,Crime,Romance	1999
1349	tt0137523	Fight Club	Drama	1999
1350	tt0138097	Shakespeare in Love	Comedy,Drama,History	1998
1351	tt0138304	The Astronaut's Wife	Drama,Sci-Fi,Thriller	1999
1352	tt0138510	Idle Hands	Comedy,Fantasy,Horror	1999
1353	tt0138524	Intolerable Cruelty	Comedy,Crime,Romance	2003
1354	tt0138704	Pi	Drama,Horror,Mystery	1998
1355	tt0138749	The Road to El Dorado	Adventure,Animation,Comedy	2000
1356	tt0139134	Cruel Intentions	Drama,Romance	1999
1357	tt0139239	Go	Comedy,Crime	1999
1358	tt0139414	Lake Placid	Action,Comedy,Horror	1999
1359	tt0139462	Message in a Bottle	Drama,Romance	1999
1360	tt0139654	Training Day	Crime,Drama,Thriller	2001
1361	tt0139699	Varsity Blues	Comedy,Drama,Romance	1999
1362	tt0140352	The Insider	Biography,Drama,Thriller	1999
1363	tt0140379	A Midsummer Night's Dream	Comedy,Fantasy,Romance	1999
1364	tt0140888	Central Station	Drama	1998
1365	tt0141098	Forces of Nature	Comedy,Romance	1999
1366	tt0141109	Jack Frost	Comedy,Drama,Family	1998
1367	tt0141369	Inspector Gadget	Action,Adventure,Comedy	1999
1368	tt0141926	U-571	Action,War	2000
1369	tt0142342	Big Daddy	Comedy,Drama	1999
1370	tt0143145	The World Is Not Enough	Action,Adventure,Thriller	1999
1371	tt0144084	American Psycho	Comedy,Crime,Drama	2000
1372	tt0144117	The Boondock Saints	Action,Crime,Thriller	1999
1373	tt0144120	Bride of Chucky	Comedy,Horror	1998
1374	tt0144214	The General's Daughter	Crime,Drama,Mystery	1999
1375	tt0144528	Nutty Professor II: The Klumps	Comedy,Romance,Sci-Fi	2000
1376	tt0145487	Spider-Man	Action,Adventure,Sci-Fi	2002
1377	tt0145660	Austin Powers: The Spy Who Shagged Me	Action,Adventure,Comedy	1999
1378	tt0145681	The Bone Collector	Crime,Drama,Mystery	1999
1379	tt0146309	Thirteen Days	Drama,History,Thriller	2000
1380	tt0146316	Lara Croft: Tomb Raider	Action,Adventure,Fantasy	2001
1381	tt0146675	End of Days	Action,Fantasy,Horror	1999
1382	tt0146838	Any Given Sunday	Drama,Sport	1999
1383	tt0146882	High Fidelity	Comedy,Drama,Music	2000
1384	tt0146984	The Legend of Bagger Vance	Drama,Fantasy,Sport	2000
1385	tt0147612	Happiness	Comedy,Drama	1998
1386	tt0147800	10 Things I Hate About You	Comedy,Drama,Romance	1999
1387	tt0149261	Deep Blue Sea	Action,Adventure,Sci-Fi	1999
1388	tt0150377	Double Jeopardy	Crime,Drama,Mystery	1999
1389	tt0150662	Show Me Love	Comedy,Drama,Romance	1998
1390	tt0151137	The Messenger: The Story of Joan of Arc	Adventure,Biography,Drama	1999
1391	tt0151738	Never Been Kissed	Comedy,Drama,Romance	1999
1392	tt0151804	Office Space	Comedy	1999
1393	tt0152930	Taxi	Action,Comedy,Crime	1998
1394	tt0154420	The Celebration	Drama	1998
1395	tt0154421	The Idiots	Comedy,Drama	1998
1396	tt0157503	Drop Dead Gorgeous	Comedy,Romance,Thriller	1999
1397	tt0159097	The Virgin Suicides	Drama,Romance	1999
1398	tt0159273	Behind Enemy Lines	Action,Drama,Thriller	2001
1399	tt0159365	Cold Mountain	Adventure,Drama,History	2003
1400	tt0160009	The Art of War	Action,Adventure,Crime	2000
1401	tt0160127	Charlie's Angels	Action,Adventure,Comedy	2000
1402	tt0160797	Rules of Engagement	Drama,Thriller,War	2000
1403	tt0160862	She's All That	Comedy,Romance	1999
1404	tt0161081	What Lies Beneath	Drama,Fantasy,Horror	2000
1405	tt0162222	Cast Away	Adventure,Drama,Romance	2000
1406	tt0162346	Ghost World	Comedy,Drama	2001
1407	tt0162650	Shaft	Action,Crime,Thriller	2000
1408	tt0162677	Summer of Sam	Crime,Drama,Romance	1999
1409	tt0163025	Jurassic Park III	Action,Adventure,Sci-Fi	2001
1410	tt0163187	Runaway Bride	Comedy,Romance	1999
1411	tt0163651	American Pie	Comedy	1999
1412	tt0163978	The Beach	Adventure,Drama,Romance	2000
1413	tt0163988	Bringing Out the Dead	Drama,Thriller	1999
1414	tt0164052	Hollow Man	Action,Horror,Sci-Fi	2000
1415	tt0164184	The Sum of All Fears	Action,Drama,Thriller	2002
1416	tt0164334	Along Came a Spider	Drama,Thriller	2001
1417	tt0164912	Stuart Little	Adventure,Comedy,Family	1999
1418	tt0164961	Vidocq	Action,Crime,Fantasy	2001
1419	tt0165710	Detroit Rock City	Comedy,Music	1999
1420	tt0165798	Ghost Dog: The Way of the Samurai	Action,Crime,Drama	1999
1421	tt0165832	Interstate 60: Episodes of the Road	Adventure,Comedy,Drama	2002
1422	tt0165854	The Limey	Crime,Drama,Mystery	1999
1423	tt0165929	Romeo Must Die	Action,Crime,Thriller	2000
1424	tt0166396	Waking Ned Devine	Comedy	1998
1425	tt0166485	Anna and the King	Drama,History,Romance	1999
1426	tt0166813	Spirit: Stallion of the Cimarron	Adventure,Animation,Drama	2002
1427	tt0166896	The Straight Story	Biography,Drama	1999
1428	tt0166924	Mulholland Dr.	Drama,Mystery,Thriller	2001
1429	tt0167190	Hellboy	Action,Fantasy,Horror	2004
1430	tt0167260	The Lord of the Rings: The Return of the King	Adventure,Drama,Fantasy	2003
1431	tt0167261	The Lord of the Rings: The Two Towers	Adventure,Drama,Fantasy	2002
1432	tt0167404	The Sixth Sense	Drama,Mystery,Thriller	1999
1433	tt0168629	Dancer in the Dark	Crime,Drama,Musical	2000
1434	tt0169102	Lagaan: Once Upon a Time in India	Adventure,Drama,Musical	2001
1435	tt0169547	American Beauty	Drama	1999
1436	tt0169858	Neon Genesis Evangelion: The End of Evangelion	Action,Animation,Drama	1997
1437	tt0170016	How the Grinch Stole Christmas	Comedy,Family,Fantasy	2000
1438	tt0170691	Tigerland	Drama,War	2000
1439	tt0171580	Nurse Betty	Comedy,Crime,Drama	2000
1440	tt0171804	Boys Don't Cry	Biography,Crime,Drama	1999
1441	tt0172156	Bad Boys II	Action,Comedy,Crime	2003
1442	tt0172493	Girl, Interrupted	Biography,Drama	1999
1443	tt0172495	Gladiator	Action,Adventure,Drama	2000
1444	tt0172684	Kuch Kuch Hota Hai	Comedy,Drama,Musical	1998
1445	tt0173840	Final Fantasy: The Spirits Within	Action,Adventure,Animation	2001
1446	tt0174856	The Hurricane	Biography,Drama,Sport	1999
1447	tt0175142	Scary Movie	Comedy	2000
1448	tt0175880	Magnolia	Drama	1999
1449	tt0176269	Universal Soldier: The Return	Action,Sci-Fi	1999
1450	tt0177789	Galaxy Quest	Adventure,Comedy,Sci-Fi	1999
1451	tt0177971	The Perfect Storm	Action,Adventure,Drama	2000
1452	tt0179116	But I'm a Cheerleader	Comedy,Drama,Romance	1999
1453	tt0179626	15 Minutes	Action,Crime,Drama	2001
1454	tt0180052	The Adventures of Pluto Nash	Action,Comedy,Sci-Fi	2002
1455	tt0180073	Quills	Biography,Drama	2000
1456	tt0180093	Requiem for a Dream	Drama	2000
1457	tt0180734	Hardball	Drama,Sport	2001
1458	tt0180748	In China They Eat Dogs	Action,Comedy,Crime	1999
1459	tt0181316	Blue Streak	Action,Comedy,Crime	1999
1460	tt0181536	Finding Forrester	Drama	2000
1461	tt0181689	Minority Report	Action,Crime,Mystery	2002
1462	tt0181739	Osmosis Jones	Action,Adventure,Animation	2001
1463	tt0181852	Terminator 3: Rise of the Machines	Action,Sci-Fi	2003
1464	tt0181865	Traffic	Crime,Drama,Thriller	2000
1465	tt0181875	Almost Famous	Adventure,Comedy,Drama	2000
1466	tt0181984	Boiler Room	Crime,Drama,Thriller	2000
1467	tt0182789	Bicentennial Man	Comedy,Drama,Sci-Fi	1999
1468	tt0183505	Me, Myself & Irene	Comedy	2000
1469	tt0183790	A Knight's Tale	Action,Adventure,Romance	2001
1470	tt0183869	Taxi 2	Action,Comedy,Crime	2000
1471	tt0184858	Reindeer Games	Action,Adventure,Crime	2000
1472	tt0184894	Shanghai Noon	Action,Adventure,Comedy	2000
1473	tt0185014	Wonder Boys	Comedy,Drama	2000
1474	tt0185125	All About My Mother	Drama	1999
1475	tt0185183	Battlefield Earth	Action,Adventure,Sci-Fi	2000
1476	tt0185431	Little Nicky	Comedy,Fantasy	2000
1477	tt0186151	Frequency	Crime,Drama,Mystery	2000
1478	tt0187078	Gone in 60 Seconds	Action,Crime,Thriller	2000
1479	tt0187393	The Patriot	Action,Drama,History	2000
1480	tt0187738	Blade II	Action,Fantasy,Horror	2002
1481	tt0188453	Birthday Girl	Comedy,Crime,Thriller	2001
1482	tt0189998	Shadow of the Vampire	Drama,Horror	2000
1483	tt0190138	The Whole Nine Yards	Comedy,Crime	2000
1484	tt0190332	Crouching Tiger, Hidden Dragon	Action,Adventure,Fantasy	2000
1485	tt0190374	Dungeons & Dragons	Action,Adventure,Fantasy	2000
1486	tt0190590	O Brother, Where Art Thou?	Adventure,Comedy,Crime	2000
1487	tt0190641	Pokémon: The First Movie - Mewtwo Strikes Back	Action,Adventure,Animation	1998
1488	tt0190865	Vertical Limit	Action,Adventure,Drama	2000
1489	tt0191397	The Replacements	Comedy,Sport	2000
1490	tt0191754	28 Days	Comedy,Drama	2000
1491	tt0192614	The Skulls	Action,Crime,Drama	2000
1492	tt0195685	Erin Brockovich	Biography,Drama	2000
1493	tt0195945	Next Friday	Comedy	2000
1494	tt0198021	Where the Heart Is	Comedy,Drama,Romance	2000
1495	tt0198781	Monsters, Inc.	Adventure,Animation,Comedy	2001
1496	tt0199753	Red Planet	Action,Sci-Fi,Thriller	2000
1497	tt0200027	Riding in Cars with Boys	Biography,Comedy,Drama	2001
1498	tt0200087	Fervour	Action,Drama	1999
1499	tt0200550	Coyote Ugly	Comedy,Drama,Music	2000
1500	tt0202470	Rock Star	Drama,Music	2001
1501	tt0202677	The Way of the Gun	Action,Crime,Drama	2000
1502	tt0203009	Moulin Rouge!	Drama,Musical,Romance	2001
1503	tt0203019	Men of Honor	Biography,Drama	2000
1504	tt0203119	Sexy Beast	Crime,Drama,Thriller	2000
1505	tt0203230	You Can Count on Me	Drama	2000
1506	tt0203755	One Night at McCool's	Comedy,Crime	2001
1507	tt0204946	Bring It On	Comedy,Romance,Sport	2000
1508	tt0205000	Deuce Bigalow: Male Gigolo	Comedy,Romance	1999
1509	tt0206275	Save the Last Dance	Drama,Music,Romance	2001
1510	tt0206634	Children of Men	Drama,Sci-Fi,Thriller	2006
1511	tt0207201	What Women Want	Comedy,Fantasy,Romance	2000
1512	tt0208003	Big Momma's House	Action,Comedy,Crime	2000
1513	tt0208092	Snatch	Comedy,Crime	2000
1514	tt0208988	Get Carter	Action,Crime,Drama	2000
1515	tt0209077	Ken Park	Drama	2002
1516	tt0209163	The Mummy Returns	Action,Adventure,Fantasy	2001
1517	tt0209475	The Wedding Planner	Comedy,Romance	2001
1518	tt0210070	Ginger Snaps	Drama,Fantasy,Horror	2000
1519	tt0210234	Pokémon the Movie 2000	Action,Adventure,Animation	1999
1520	tt0210945	Remember the Titans	Biography,Drama,Sport	2000
1521	tt0211181	102 Dalmatians	Adventure,Comedy,Family	2000
1522	tt0211443	Jason X	Action,Horror,Sci-Fi	2001
1523	tt0211915	Amélie	Comedy,Romance	2001
1524	tt0211933	Awake	Crime,Drama,Mystery	2007
1525	tt0212338	Meet the Parents	Comedy,Romance	2000
1526	tt0212346	Miss Congeniality	Action,Comedy,Crime	2000
1527	tt0212712	2046	Drama,Romance,Sci-Fi	2004
1528	tt0212720	A.I. Artificial Intelligence	Drama,Sci-Fi	2001
1529	tt0212985	Hannibal	Crime,Drama,Thriller	2001
1530	tt0213149	Pearl Harbor	Action,Drama,History	2001
1531	tt0213847	Malena	Comedy,Drama,Romance	2000
1532	tt0213890	Mohabbatein	Drama,Musical,Romance	2000
1533	tt0215129	Road Trip	Comedy	2000
1534	tt0215750	Enemy at the Gates	Drama,History,War	2001
1535	tt0216216	The 6th Day	Action,Mystery,Sci-Fi	2000
1536	tt0216651	Vampire Hunter D: Bloodlust	Action,Animation,Fantasy	2000
1537	tt0217505	Gangs of New York	Crime,Drama	2002
1538	tt0217630	Loser	Comedy,Romance	2000
1539	tt0217869	Unbreakable	Drama,Mystery,Sci-Fi	2000
1540	tt0218817	Antitrust	Action,Crime,Drama	2001
1541	tt0218839	Best in Show	Comedy	2000
1542	tt0218922	Original Sin	Drama,Mystery,Romance	2001
1543	tt0218967	The Family Man	Comedy,Drama,Fantasy	2000
1544	tt0219653	Dracula 2000	Action,Fantasy,Horror	2000
1545	tt0219699	The Gift	Drama,Fantasy,Horror	2000
1546	tt0219854	The Kid	Comedy,Family,Fantasy	2000
1547	tt0219965	Bandits	Comedy,Crime,Drama	2001
1548	tt0221027	Blow	Biography,Crime,Drama	2001
1549	tt0221073	Chopper	Biography,Crime,Drama	2000
1550	tt0221218	The Glass House	Crime,Drama,Mystery	2001
1551	tt0223897	Pay It Forward	Drama	2000
1552	tt0227445	The Score	Crime,Drama,Thriller	2001
1553	tt0227538	Spy Kids	Action,Adventure,Comedy	2001
1554	tt0227984	Formula 51	Action,Comedy,Crime	2001
1555	tt0228333	Ghosts of Mars	Action,Horror,Sci-Fi	2001
1556	tt0228750	Proof of Life	Action,Drama,Thriller	2000
1557	tt0230011	Atlantis: The Lost Empire	Action,Adventure,Animation	2001
1558	tt0230030	Bedazzled	Comedy,Fantasy	2000
1559	tt0230838	Sweet November	Drama,Romance	2001
1560	tt0231402	Crocodile Dundee in Los Angeles	Action,Adventure,Comedy	2001
1561	tt0232500	The Fast and the Furious	Action,Crime,Thriller	2001
1562	tt0233142	3000 Miles to Graceland	Action,Comedy,Crime	2001
1563	tt0233469	Collateral Damage	Action,Drama,Thriller	2002
1564	tt0234215	The Matrix Reloaded	Action,Sci-Fi	2003
1565	tt0235198	Audition	Drama,Horror,Mystery	1999
1566	tt0235737	The Salton Sea	Crime,Drama,Mystery	2002
1567	tt0236493	The Mexican	Adventure,Comedy,Crime	2001
1568	tt0236784	The Tailor of Panama	Comedy,Drama,Thriller	2001
1569	tt0237534	Brotherhood of the Wolf	Action,Adventure,Drama	2001
1570	tt0237572	The Pledge	Crime,Drama,Mystery	2001
1571	tt0238112	Captain Corelli's Mandolin	Drama,Music,Romance	2001
1572	tt0238380	Equilibrium	Action,Drama,Sci-Fi	2002
1573	tt0238546	Queen of the Damned	Drama,Fantasy,Horror	2002
1574	tt0238936	Devdas	Drama,Musical,Romance	2002
1575	tt0239395	Cats & Dogs	Action,Comedy,Family	2001
1576	tt0239948	Saving Silverman	Comedy,Crime,Romance	2001
1577	tt0240462	Dr. Dolittle 2	Comedy,Family,Fantasy	2001
1578	tt0240510	The Four Feathers	Action,Adventure,Drama	2002
1579	tt0240890	Serendipity	Comedy,Romance	2001
1580	tt0241303	Chocolat	Drama,Romance	2000
1581	tt0241760	The New Guy	Comedy	2002
1582	tt0242193	Bully	Biography,Crime,Drama	2001
1583	tt0242423	Dude, Where's My Car?	Comedy,Mystery,Sci-Fi	2000
1584	tt0242445	Exit Wounds	Action,Crime,Thriller	2001
1585	tt0242519	Hera Pheri	Action,Comedy,Crime	2000
1586	tt0242527	The Hole	Drama,Mystery,Thriller	2001
1587	tt0242653	The Matrix Revolutions	Action,Sci-Fi	2003
1588	tt0243017	Waking Life	Animation,Drama,Fantasy	2001
1589	tt0243133	The Man Who Wasn't There	Crime,Drama	2001
1590	tt0243155	Bridget Jones's Diary	Comedy,Drama,Romance	2001
1591	tt0243585	Stuart Little 2	Adventure,Animation,Comedy	2002
1592	tt0243655	Wet Hot American Summer	Comedy,Romance	2001
1593	tt0243736	40 Days and 40 Nights	Comedy,Romance	2002
1594	tt0244244	Swordfish	Action,Crime,Thriller	2001
1595	tt0245562	Windtalkers	Action,Drama,War	2002
1596	tt0245574	Y Tu Mamá También	Drama	2001
1597	tt0245686	Joe Dirt	Adventure,Comedy,Drama	2001
1598	tt0245712	Amores Perros	Drama,Thriller	2000
1599	tt0245803	Bulletproof Monk	Action,Comedy,Fantasy	2003
1600	tt0245844	The Count of Monte Cristo	Action,Adventure,Drama	2002
1601	tt0246460	Die Another Day	Action,Adventure,Thriller	2002
1602	tt0246578	Donnie Darko	Drama,Mystery,Sci-Fi	2001
1603	tt0246894	Rollerball	Action,Sci-Fi,Sport	2002
1604	tt0247199	The Believer	Drama	2001
1605	tt0247425	In the Bedroom	Crime,Drama	2001
1606	tt0247586	Nine Queens	Crime,Drama,Thriller	2000
1607	tt0247638	The Princess Diaries	Comedy,Family,Romance	2001
1608	tt0248126	Kabhi Khushi Kabhie Gham...	Drama,Musical,Romance	2001
1609	tt0248667	Ali	Biography,Drama,Sport	2001
1610	tt0249462	Billy Elliot	Drama,Music	2000
1611	tt0250223	Asterix & Obelix: Mission Cleopatra	Adventure,Comedy,Family	2002
1612	tt0250258	The Experiment	Drama,Thriller	2001
1613	tt0250494	Legally Blonde	Comedy,Romance	2001
1614	tt0250687	Rat Race	Adventure,Comedy	2001
1615	tt0250797	Unfaithful	Drama,Romance,Thriller	2002
1616	tt0251075	Evolution	Comedy,Sci-Fi	2001
1617	tt0251114	Hart's War	Drama,War	2002
1618	tt0251127	How to Lose a Guy in 10 Days	Comedy,Romance	2003
1619	tt0251160	John Q	Crime,Drama,Thriller	2002
1620	tt0252076	Maid in Manhattan	Comedy,Drama,Romance	2002
1621	tt0252444	Rabbit-Proof Fence	Adventure,Biography,Drama	2002
1622	tt0252487	The Chaos Class	Comedy,Drama	1975
1623	tt0252501	Hearts in Atlantis	Drama,Mystery	2001
1624	tt0252503	Heist	Action,Crime,Drama	2001
1625	tt0252866	American Pie 2	Comedy	2001
1626	tt0253474	The Pianist	Biography,Drama,Music	2002
1627	tt0253556	Reign of Fire	Action,Adventure,Fantasy	2002
1628	tt0253754	Star Trek: Nemesis	Action,Adventure,Sci-Fi	2002
1629	tt0253867	The Sweetest Thing	Comedy,Romance	2002
1630	tt0254455	Sex and Lucía	Drama,Romance	2001
1631	tt0254686	The Piano Teacher	Drama	2001
1632	tt0255798	The Animal	Comedy,Sci-Fi	2001
1633	tt0256009	The Devil's Backbone	Drama,Horror	2001
1634	tt0256380	Shallow Hal	Comedy,Drama,Fantasy	2001
1635	tt0256415	Sweet Home Alabama	Comedy,Romance	2002
1636	tt0257044	Road to Perdition	Crime,Drama,Thriller	2002
1637	tt0257076	S.W.A.T.	Action,Adventure,Crime	2003
